Chromosome	Gene	Start	End	Ratio
LT635624	conserved Plasmodium protein, unknown function(PVP01_1337900)	1633185	1641048	1.036376
LT635624	conserved Plasmodium protein, unknown function(PVP01_1337800)	1630751	1632934	0.931586
LT635624	rhomboid protease ROM8, putative(PVP01_1337700)	1625082	1627985	1.271557
LT635624	conserved Plasmodium protein, unknown function(PVP01_1337600)	1618430	1620701	1.056623
LT635624	plastid replication-repair enzyme, putative(PVP01_1337500)	1612320	1617902	1.166194
LT635624	conserved Plasmodium protein, unknown function(PVP01_1337400)	1607552	1610492	1.202441
LT635624	GTP-binding protein, putative(PVP01_1337300)	1604816	1606528	1.209632
LT635624	methyltransferase, putative(PVP01_1337200)	1602576	1604219	1.080176
LT635624	conserved Plasmodium protein, unknown function(PVP01_1337100)	1600816	1602180	1.317061
LT635624	p1/s1 nuclease, putative(PVP01_1337000)	1598590	1599498	1.178495
LT635624	p1/s1 nuclease, putative(PVP01_1336900)	1595176	1596270	1.067792
LT635624	conserved Plasmodium protein, unknown function(PVP01_1336800)	1590708	1593476	1.025869
LT635624	conserved Plasmodium protein, unknown function(PVP01_1336700)	1587292	1590081	1.079696
LT635624	nuclear transport factor 2, putative(PVP01_1336600)	1584882	1585697	0.967114
LT635624	conserved Plasmodium protein, unknown function(PVP01_1336500)	1573523	1582469	1.117941
LT635624	actin II(PVP01_1336400)	1568504	1569804	1.002003
LT635624	deoxyhypusine synthase, putative(PVP01_1336300)	1565538	1566905	0.913987
LT635624	AAA family ATPase, putative(PVP01_1336200)	1560749	1564282	0.934470
LT635624	glycylpeptide N-tetradecanoyltransferase,putative(PVP01_1336100)	1558377	1560194	0.915167
LT635624	ubiquitin-conjugating enzyme, putative(PVP01_1336000)	1553686	1555862	0.925247
LT635624	conserved Plasmodium protein, unknown function(PVP01_1335900)	1550540	1551862	1.071083
LT635624	conserved Plasmodium protein, unknown function(PVP01_1335800)	1545768	1547752	1.086198
LT635624	conserved Plasmodium protein, unknown function(PVP01_1335700)	1542373	1544830	1.161489
LT635624	conserved Plasmodium protein, unknown function(PVP01_1335600)	1539859	1540493	1.065583
LT635624	30S ribosomal protein S9, putative(PVP01_1335500)	1536821	1538635	1.055808
LT635624	FeS assembly ATPase SufC, putative(PVP01_1335400)	1534587	1535642	1.023696
LT635624	conserved Plasmodium protein, unknown function(PVP01_1335300)	1531220	1533341	1.102028
LT635624	conserved Plasmodium protein, unknown function(PVP01_1335200)	1525127	1530978	0.958229
LT635624	diphthamide biosynthesis protein 1, putative(PVP01_1335100)	1522075	1523514	1.151124
LT635624	DnaJ protein, putative(PVP01_1335000)	1518534	1520048	1.166953
LT635624	26S proteasome regulatory subunit RPN13,putative(PVP01_1334900)	1515601	1518194	1.003099
LT635624	conserved Plasmodium protein, unknown function(PVP01_1334800)	1508381	1510759	1.102927
LT635624	conserved Plasmodium protein, unknown function(PVP01_1334700)	1505670	1506731	1.055946
LT635624	60S ribosomal protein L10, putative(PVP01_1334600)	1498315	1498974	1.122620
LT635624	serine/threonine protein phosphatase PP1,putative(PVP01_1334500)	1491222	1493377	1.001732
LT635624	atypical protein kinase, ABC-1 family, putative(PVP01_1334400)	1481454	1489465	1.012081
LT635624	mRNA-capping enzyme subunit alpha, putative(PVP01_1334300)	1476518	1478026	0.978104
LT635624	ubiquitin carboxyl-terminal hydrolase, putative(PVP01_1334200)	1471560	1475225	0.877494
LT635624	small nuclear ribonucleoprotein-associatedprotein B, putative(PVP01_1334100)	1467665	1468515	0.917720
LT635624	ATP-dependent protease, putative(PVP01_1334000)	1463355	1466408	0.899319
LT635624	uracil-DNA glycosylase, putative(PVP01_1333900)	1461812	1462843	0.928440
LT635624	conserved Plasmodium protein, unknown function(PVP01_1333800)	1457568	1459602	1.055440
LT635624	DNA-directed RNA polymerases I and III subunitRPAC2, putative(PVP01_1333700)	1455897	1456832	1.027419
LT635624	RNA-binding protein Nova-1, putative(PVP01_1333600)	1449846	1450853	1.043345
LT635624	conserved Plasmodium protein, unknown function(PVP01_1333500)	1440452	1445332	0.970328
LT635624	conserved Plasmodium protein, unknown function(PVP01_1333400)	1435548	1439205	1.072320
LT635624	conserved Plasmodium protein, unknown function(PVP01_1333300)	1431000	1434272	0.941092
LT635624	serine C-palmitoyltransferase, putative(PVP01_1333200)	1427179	1428894	1.176982
LT635624	dimethyladenosine transferase, putative(PVP01_1333100)	1420210	1421481	1.149501
LT635624	zinc finger protein, putative(PVP01_1333000)	1418880	1419702	1.010197
LT635624	conserved Plasmodium protein, unknown function(PVP01_1332900)	1415998	1417115	0.983445
LT635624	protein SEY1, putative(PVP01_1332800)	1412372	1415041	1.137770
LT635624	metacaspase-like protein(PVP01_1332700)	1404355	1410108	0.929792
LT635624	conserved Plasmodium protein, unknown function(PVP01_1332600)	1400832	1402193	1.030202
LT635624	conserved Plasmodium protein, unknown function(PVP01_1332500)	1396587	1400692	1.105685
LT635624	NADP-specific glutamate dehydrogenase, putative(PVP01_1332400)	1392631	1394043	1.099794
LT635624	conserved Plasmodium protein, unknown function(PVP01_1332300)	1382254	1391259	0.915878
LT635624	conserved Plasmodium protein, unknown function(PVP01_1332200)	1378556	1379655	1.073471
LT635624	lysine--tRNA ligase, putative(PVP01_1332100)	1376110	1378143	1.215843
LT635624	prefoldin subunit 2, putative(PVP01_1332000)	1374595	1375611	1.167313
LT635624	inner membrane complex protein 1l, putative(PVP01_1331900)	1370761	1371933	1.143948
LT635624	conserved Plasmodium protein, unknown function(PVP01_1331800)	1368696	1369646	1.010815
LT635624	NOT family protein, putative(PVP01_1331700)	1350759	1365113	1.040631
LT635624	cysteine protease ATG4, putative(PVP01_1331600)	1345614	1348914	1.086838
LT635624	rap guanine nucleotide exchange factor,putative(PVP01_1331500)	1333051	1344140	1.101429
LT635624	H/ACA ribonucleoprotein complex subunit 4,putative(PVP01_1331400)	1330590	1332026	1.059437
LT635624	conserved Plasmodium protein, unknown function(PVP01_1331300)	1314549	1328327	0.978121
LT635624	conserved Plasmodium protein, unknown function(PVP01_1331200)	1308345	1309900	1.148005
LT635624	DNA replication licensing factor MCM2(PVP01_1331100)	1303469	1306564	1.107913
LT635624	conserved Plasmodium protein, unknown function(PVP01_1331000)	1301607	1302739	0.939433
LT635624	ubiquitin fusion degradation protein UFD1,putative(PVP01_1330900)	1298461	1300663	0.987316
LT635624	liver specific protein 1, putative(PVP01_1330800)	1286316	1296938	1.125888
LT635624	conserved Plasmodium protein, unknown function(PVP01_1330700)	1282499	1283882	-nan
LT635624	calmodulin, putative(PVP01_1330600)	1281637	1282047	1.052554
LT635624	ATP-dependent RNA helicase DBP4, putative(PVP01_1330000)	1271625	1274418	1.153968
LT635624	conserved Plasmodium protein, unknown function(PVP01_1329900)	1266801	1270334	1.076373
LT635624	ATP-dependent rRNA helicase SPB4, putative(PVP01_1329800)	1260717	1263704	0.990690
LT635624	thioredoxin-like protein, putative(PVP01_1329700)	1257249	1259607	1.095030
LT635624	glutathione S-transferase, putative(PVP01_1329600)	1253960	1254725	0.969347
LT635624	conserved Plasmodium protein, unknown function(PVP01_1329500)	1246409	1253045	0.911052
LT635624	conserved Plasmodium protein, unknown function(PVP01_1329400)	1242351	1242986	1.299793
LT635624	conserved Plasmodium protein, unknown function(PVP01_1329300)	1237968	1241378	0.979654
LT635624	conserved Plasmodium protein, unknown function(PVP01_1329200)	1234119	1235590	1.180653
LT635624	glutathione reductase, putative(PVP01_1329100)	1231473	1233558	1.010363
LT635624	YTH domain-containing protein, putative(PVP01_1329000)	1228456	1230279	0.879084
LT635624	splicing factor 3B subunit 4, putative(PVP01_1328900)	1225767	1227448	0.733988
LT635624	conserved Plasmodium protein, unknown function(PVP01_1328800)	1219113	1223930	0.804949
LT635624	tetratricopeptide repeat protein, putative(PVP01_1328700)	1212875	1216468	1.012370
LT635624	DNL-type zinc finger protein, putative(PVP01_1328600)	1211220	1211957	0.764666
LT635624	glycine--tRNA ligase, putative(PVP01_1328500)	1207397	1209925	0.837818
LT635624	conserved Plasmodium protein, unknown function(PVP01_1328400)	1203973	1207038	0.877891
LT635624	pantothenate kinase, putative(PVP01_1328300)	1201407	1203500	0.687197
LT635624	surface protein P113, putative(PVP01_1328200)	1195278	1198567	0.830244
LT635624	dynein-associated protein, putative(PVP01_1328100)	1193353	1194551	0.813920
LT635624	mannose-1-phosphate guanyltransferase, putative(PVP01_1328000)	1190938	1192670	0.899602
LT635624	conserved Plasmodium protein, unknown function(PVP01_1327900)	1188454	1189585	0.824422
LT635624	conserved Plasmodium protein, unknown function(PVP01_1327800)	1183626	1186268	0.834600
LT635624	40S ribosomal protein S25, putative(PVP01_1327700)	1181915	1182602	0.909685
LT635624	conserved Plasmodium protein, unknown function(PVP01_1327600)	1177261	1180804	0.829147
LT635624	DNA-directed RNA polymerase III subunit RPC6,putative(PVP01_1327500)	1174442	1176450	1.000929
LT635624	mitochondrial import inner membrane translocasesubunit TIM8, putative(PVP01_1327400)	1173038	1173782	0.720504
LT635624	conserved Plasmodium protein, unknown function(PVP01_1327300)	1169898	1172741	0.739486
LT635624	conserved Plasmodium protein, unknown function(PVP01_1327200)	1167971	1169146	0.659309
LT635624	copper transporter, putative(PVP01_1327100)	1166854	1167216	1.150066
LT635624	cytochrome c oxidase assembly protein COX14,putative(PVP01_1327000)	1165716	1166256	0.920438
LT635624	mitochondrial ribosomal protein L21 precursor,putative(PVP01_1326900)	1163889	1165228	0.781840
LT635624	conserved Plasmodium protein, unknown function(PVP01_1326800)	1161568	1162503	0.999346
LT635624	DnaJ protein, putative(PVP01_1326700)	1159478	1160629	0.861858
LT635624	conserved Plasmodium protein, unknown function(PVP01_1326600)	1152929	1157788	0.833772
LT635624	ERAD-associated E3 ubiquitin-protein ligaseHRD1, putative(PVP01_1326500)	1148914	1151234	0.981622
LT635624	conserved Plasmodium protein, unknown function(PVP01_1326400)	1145976	1147442	0.856959
LT635624	conserved Plasmodium protein, unknown function(PVP01_1326300)	1141831	1144818	0.753481
LT635624	actin-related protein, putative(PVP01_1326200)	1139269	1140750	0.765452
LT635624	14-3-3 protein, putative(PVP01_1326100)	1134766	1136322	0.839459
LT635624	nucleolar GTP-binding protein 2, putative(PVP01_1326000)	1132456	1134057	0.937088
LT635624	ankyrin, putative(PVP01_1325900)	1126107	1128233	0.746832
LT635624	cyclophilin, putative(PVP01_1325800)	1121936	1124357	0.650611
LT635624	serine/threonine protein phosphatase 7,putative(PVP01_1325700)	1115890	1121168	0.727304
LT635624	conserved Plasmodium protein, unknown function(PVP01_1325600)	1110503	1115296	0.703352
LT635624	conserved Plasmodium protein, unknown function(PVP01_1325500)	1106632	1110094	0.756028
LT635624	calcium-dependent protein kinase, putative(PVP01_1325400)	1101101	1103359	0.706444
LT635624	conserved Plasmodium protein, unknown function(PVP01_1325300)	1095639	1100099	0.810921
LT635624	vacuolar protein sorting-associated protein 3,putative(PVP01_1325200)	1087753	1092387	0.825502
LT635624	60S ribosomal protein L5, putative(PVP01_1324800)	1084568	1086173	0.901484
LT635624	60S ribosomal protein L7-3, putative(PVP01_1324700)	1080978	1082060	0.919646
LT635624	enoyl-CoA hydratase, putative(PVP01_1324100)	1075001	1076281	0.953811
LT635624	conserved Plasmodium protein, unknown function(PVP01_1324000)	1072307	1074309	0.782037
LT635624	DEAD/DEAH box helicase, putative(PVP01_1323900)	1067548	1070799	0.767028
LT635624	conserved Plasmodium protein, unknown function(PVP01_1323800)	1066174	1066886	0.685846
LT635624	zinc finger protein, putative(PVP01_1323700)	1061535	1065479	0.765102
LT635624	conserved Plasmodium protein, unknown function(PVP01_1323600)	1054797	1056404	0.742340
LT635624	conserved Plasmodium protein, unknown function(PVP01_1323500)	1051289	1053628	0.666533
LT635624	conserved Plasmodium protein, unknown function(PVP01_1323400)	1049428	1050995	0.664104
LT635624	60S ribosomal protein L21, putative(PVP01_1323300)	1047412	1047897	0.986753
LT635624	basic transcription factor 3b, putative(PVP01_1323200)	1045104	1045628	1.034927
LT635624	protein arginine N-methyltransferase 1,putative(PVP01_1323100)	1041240	1042442	1.099397
LT635624	dynein-associated protein, putative(PVP01_1323000)	1038070	1039902	1.013381
LT635624	MORN repeat protein, putative(PVP01_1322900)	1036981	1037924	0.677065
LT635624	ABC transporter G family member 2, putative(PVP01_1322800)	1033999	1036086	0.878321
LT635624	conserved Plasmodium protein, unknown function(PVP01_1322700)	1028595	1032692	0.802449
LT635624	phosphoenolpyruvate carboxylase, putative(PVP01_1322600)	1024432	1027947	0.978099
LT635624	conserved Plasmodium protein, unknown function(PVP01_1322500)	1013437	1019951	0.904121
LT635624	ubiquinol-cytochrome c reductase hinge protein,putative(PVP01_1322400)	1012771	1013037	0.848615
LT635624	conserved Plasmodium protein, unknown function(PVP01_1322300)	1008084	1011530	1.009421
LT635624	lipase, putative(PVP01_1322200)	1000258	1005894	1.088023
LT635624	(PVP01_1322100)	997830	998397	1.231009
LT635624	conserved Plasmodium protein, unknown function(PVP01_1322000)	990608	995824	1.404339
LT635624	conserved Plasmodium protein, unknown function(PVP01_1321900)	979390	981891	1.307591
LT635624	DNA mismatch repair protein MSH2, putative(PVP01_1321800)	974517	976949	1.214406
LT635624	CorA-like Mg2+ transporter protein, putative(PVP01_1321700)	970785	972236	1.214846
LT635624	conserved Plasmodium protein, unknown function(PVP01_1321600)	969720	969911	0.923001
LT635624	exosome complex exonuclease RRP41, putative(PVP01_1321500)	967906	968646	1.245744
LT635624	conserved Plasmodium protein, unknown function(PVP01_1321400)	963407	964252	1.133840
LT635624	conserved Plasmodium protein, unknown function(PVP01_1321300)	959802	962031	0.861065
LT635624	WW domain-binding protein 11, putative(PVP01_1321200)	957472	959412	0.775749
LT635624	major facilitator superfamily domain-containingprotein, putative(PVP01_1321100)	952723	955374	0.869587
LT635624	proliferation-associated protein 2g4, putative(PVP01_1321000)	950611	951951	1.049676
LT635624	protein kinase, putative(PVP01_1320900)	938545	945964	0.772589
LT635624	peptide chain release factor 1, putative(PVP01_1320800)	935795	937925	0.893365
LT635624	conserved Plasmodium protein, unknown function(PVP01_1320700)	934126	935196	0.795047
LT635624	transcription initiation TFIID-like, putative(PVP01_1320600)	930855	932263	0.615235
LT635624	conserved Plasmodium protein, unknown function(PVP01_1320500)	927380	930757	0.814606
LT635624	protein archease, putative(PVP01_1320400)	925429	926181	0.798581
LT635624	50S ribosomal protein L15, putative(PVP01_1320300)	922228	924018	0.925184
LT635624	transcription factor with AP2 domain(s),putative(PVP01_1320200)	919162	921615	0.807489
LT635624	CPW-WPC family protein(PVP01_1320100)	912676	916179	0.755758
LT635624	rRNA (adenosine-2'-O-)-methyltransferase,putative(PVP01_1320000)	904395	911369	0.783955
LT635624	diphthamide biosynthesis protein 2, putative(PVP01_1319900)	901909	903981	0.748111
LT635624	conserved Plasmodium protein, unknown function(PVP01_1319800)	900208	900837	0.908681
LT635624	ribosomal protein L15, putative(PVP01_1319700)	898876	899982	0.901821
LT635624	coatamer protein, beta subunit, putative(PVP01_1319600)	892870	897144	0.867996
LT635624	ADP-dependent DNA helicase RecQ, putative(PVP01_1319500)	887926	891720	0.740094
LT635624	conserved Plasmodium protein, unknown function(PVP01_1319400)	885864	887410	0.845869
LT635624	serine/threonine protein phosphatase 2Aactivator, putative(PVP01_1319300)	881817	883700	0.701968
LT635624	aspartyl protease, putative(PVP01_1319200)	877201	880554	0.800317
LT635624	acid phosphatase, putative(PVP01_1319100)	870135	876914	0.839074
LT635624	autophagy protein 5, putative(PVP01_1319000)	867209	869095	0.885394
